Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpu,totalcpuUtilization,totalmemory,totalmemoryUtilization
2020-10-24 05:28:53.267,0.010878185680456886,0.0118222222222223,0.0,68812.8,0.011849403381347656,1277.4,11126.02222222222,1.0,1.0,3.108309948,6.0,8.838888888888851,25088139264.0,19.30350917235725
2020-10-24 05:29:08.267,0.27186294511941944,0.012266666666666657,0.0,68266.66666666667,0.1104593276977539,2823.755555555555,13758.377777777778,1.0,1.0,3.108309948,6.0,10.049999999999997,25088139264.0,19.035886168142085
2020-10-24 05:29:23.267,0.3907558332803215,0.011377777777777787,0.0,67538.48888888888,0.1104593276977539,2926.911111111111,13590.2,1.0,2.0,2.906795458,6.0,10.049999999999997,25088139264.0,19.035886168142085
2020-10-24 05:29:38.267,0.02933941578148713,0.011377777777777787,0.0,64898.84444444444,0.017833709716796875,4493.8,15952.066666666668,1.0,3.0,2.8703904419999997,6.0,9.944444444444372,25088139264.0,19.041102465716925
2020-10-24 05:29:53.267,0.02933941578148713,0.01111111111111111,0.0,65080.88888888888,0.017833709716796875,3251.511111111111,14077.755555555554,1.0,3.0,3.104242362,6.0,9.944444444444372,25088139264.0,19.041102465716925
2020-10-24 05:30:08.267,0.8292618532525121,0.011288888888888949,0.0,67720.53333333334,0.020766258239746094,3438.9555555555553,15715.244444444445,1.0,4.0,2.900138899,6.0,10.783333333333362,25088139264.0,18.960751891336443
2020-10-24 05:30:23.267,0.8645194927002174,0.01048888888888876,0.0,69814.04444444444,0.020766258239746094,2199.0,14134.688888888888,1.0,5.0,2.927973036,6.0,10.783333333333362,25088139264.0,18.960751891336443
2020-10-24 05:30:38.267,1.196367883835319,0.010933333333333272,0.0,69905.06666666667,0.02269744873046875,2613.2222222222217,16431.888888888887,1.0,6.0,2.9522763949999997,6.0,11.605555555555458,25088139264.0,18.755430582099624
2020-10-24 05:30:53.267,1.196367883835319,0.010933333333333272,0.0,68448.71111111112,0.02269744873046875,2338.733333333333,14645.866666666667,1.0,8.0,2.931911797,6.0,11.605555555555458,25088139264.0,18.755430582099624
2020-10-24 05:31:08.267,1.9574088492874393,0.01102222222222227,0.0,66446.22222222222,0.12464523315429688,2533.911111111111,16015.844444444443,1.0,8.0,2.971693002,6.0,12.661111111111156,25088139264.0,18.911699102404985
2020-10-24 05:31:23.267,1.9574088492874393,0.01031111111111108,0.0,64807.82222222222,0.12464523315429688,2286.422222222222,14324.62222222222,1.0,9.0,2.881709962,6.0,12.661111111111156,25088139264.0,18.911699102404985
2020-10-24 05:31:38.267,1.546832085404638,0.011022222222222112,0.0,64261.688888888886,0.030612945556640625,2755.4444444444443,16043.355555555554,1.0,11.0,2.948250898,6.0,13.483333333333263,25088139264.0,18.707308400247246
2020-10-24 05:31:53.267,1.546832085404638,0.011466666666666785,0.0,65262.933333333334,0.030612945556640625,2438.822222222222,14556.2,1.0,11.0,2.8617056539999997,6.0,13.483333333333263,25088139264.0,18.707308400247246
2020-10-24 05:32:08.267,2.213081017278409,0.011377777777777787,0.0,67447.46666666666,0.1312255859375,2828.5333333333333,16092.0,1.0,12.0,2.908065412,6.0,15.016666666666717,25088139264.0,18.884662517791735
2020-10-24 05:32:23.267,2.3203006041271887,0.011200000000000107,0.0,68448.71111111112,0.1312255859375,2633.511111111111,16213.6,1.0,14.0,2.8859318870000004,6.0,15.016666666666717,25088139264.0,18.884662517791735
