Time,cpu,mem,replica,requests,responsetime,totalcpu,totalmemory
2020-07-23 13:03:52.932,0.20170150543034668,148783104.0,1.0,113.0,4.654585,4.0,16818438144.0
2020-07-23 13:04:07.932,0.3859483363934667,173092864.0,1.0,117.0,4.654585,4.0,16818438144.0
2020-07-23 13:04:22.932,0.5509976370135823,192454656.0,1.0,116.0,1.98919,4.0,16818438144.0
2020-07-23 13:04:37.932,0.7052953300226933,275804160.0,1.0,115.0,5.039626,4.0,16818438144.0
2020-07-23 13:04:52.932,0.7073609098545453,155422720.0,1.0,115.0,5.176544,4.0,16818438144.0
2020-07-23 13:05:07.932,0.7219581063454545,153202688.0,1.0,117.0,2.3606239999999996,4.0,16818438144.0
2020-07-23 13:05:22.932,0.705936215181818,186859520.0,1.0,115.0,4.141801,4.0,16818438144.0
2020-07-23 13:05:37.932,0.8577362365636363,220819456.0,1.0,132.0,1.696557,4.0,16818438144.0
2020-07-23 13:05:52.932,1.0579611678363636,144920576.0,1.0,252.0,4.650209,4.0,16818438144.0
2020-07-23 13:06:07.932,1.2610020838909088,201494528.0,1.0,357.0,4.185859000000001,4.0,16818438144.0
2020-07-23 13:06:22.932,1.4372981309090906,165261312.0,1.0,465.0,4.574495,4.0,16818438144.0
2020-07-23 13:06:37.932,1.5950241416545456,192241664.0,1.0,476.0,4.320598,4.0,16818438144.0
2020-07-23 13:06:52.932,1.8114577062181816,229310464.0,1.0,362.0,3.658566,4.0,16818438144.0
2020-07-23 13:07:07.932,2.01203414516476,275357696.0,1.0,258.0,3.658566,4.0,16818438144.0
2020-07-23 13:07:22.932,2.246158150029782,249073664.0,1.0,147.0,2.761835,4.0,16818438144.0
2020-07-23 13:07:37.932,2.3731771864464575,198672384.0,1.0,115.0,2.8692860000000002,4.0,16818438144.0
2020-07-23 13:07:52.932,2.5297229150370675,194719744.0,1.0,116.0,2.8692860000000002,4.0,16818438144.0
2020-07-23 13:08:07.932,2.6314854680994517,286556160.0,1.0,112.0,3.0760880000000004,4.0,16818438144.0
2020-07-23 13:08:22.932,2.8268830776019325,250318848.0,1.0,113.0,2.829168,4.0,16818438144.0
2020-07-23 13:08:37.932,2.8947397215263844,274210816.0,1.0,119.0,2.16756,4.0,16818438144.0
