Time,cpu,mem,replica,requests,responsetime,totalcpu,totalmemory
2020-08-11 23:11:20.835,0.17331628333654667,15769600.0,1.0,36.0,0.510119,2.0,8362713088.0
2020-08-11 23:11:35.835,0.3472285673631386,35647488.0,1.0,67.0,0.526018,2.0,8362713088.0
2020-08-11 23:11:50.835,0.5053853437089867,11456512.0,1.0,100.0,0.490168,2.0,8362713088.0
2020-08-11 23:12:05.835,0.6628304766545454,43958272.0,1.0,128.0,0.509206,2.0,8362713088.0
2020-08-11 23:12:20.835,0.6646242106363636,33914880.0,1.0,128.0,0.41763799999999995,2.0,8362713088.0
2020-08-11 23:12:35.835,0.6684417946181818,25796608.0,1.0,129.0,0.430438,2.0,8362713088.0
2020-08-11 23:12:50.835,0.6651846626363636,45285376.0,1.0,128.0,0.42174900000000004,2.0,8362713088.0
2020-08-11 23:13:05.835,0.7757314649636362,56733696.0,1.0,157.0,0.485207,2.0,8362713088.0
2020-08-11 23:13:20.835,0.9748627344363636,9691136.0,1.0,186.0,0.511756,2.0,8362713088.0
2020-08-11 23:13:35.835,1.159224890581818,28594176.0,1.0,220.0,0.42268700000000003,2.0,8362713088.0
2020-08-11 23:13:50.835,1.3115337692181819,54927360.0,1.0,254.0,0.43003399999999997,2.0,8362713088.0
2020-08-11 23:14:05.835,1.3835895698181817,27422720.0,1.0,271.0,0.513002,2.0,8362713088.0
2020-08-11 23:14:20.835,1.5021388138363634,70057984.0,1.0,292.0,0.500065,2.0,8362713088.0
2020-08-11 23:14:35.835,1.5855236898363634,55521280.0,5.0,300.0,0.647717,2.0,8362713088.0
2020-08-11 23:14:50.835,1.6767673920929802,82141184.0,1.0,310.0,0.6663819999999999,2.0,8362713088.0
2020-08-11 23:15:05.835,1.6562301772505053,109170688.0,1.0,312.0,0.703718,2.0,8362713088.0
2020-08-11 23:15:20.835,1.6715737781595958,151797760.0,1.0,309.0,0.570613,2.0,8362713088.0
2020-08-11 23:15:35.835,1.7008070684715344,114077696.0,5.0,312.0,0.562748,2.0,8362713088.0
2020-08-11 23:15:50.835,1.7038307728417759,137109504.0,5.0,311.0,0.740285,2.0,8362713088.0
