Time,cpu,mem,replica,requests,responsetime,totalcpu,totalmemory
2020-07-23 10:13:21.523,0.00025570764042,4571136.0,5.0,397.0,0.451246,4.0,16818442240.0
2020-07-23 10:13:36.523,0.16688064243512601,16494592.0,5.0,424.0,0.507423,4.0,16818442240.0
2020-07-23 10:13:51.523,0.33552779320255594,50544640.0,9.0,457.0,0.454971,4.0,16818442240.0
2020-07-23 10:14:06.523,0.49109735076274486,28106752.0,9.0,488.0,0.456772,4.0,16818442240.0
2020-07-23 10:14:21.523,0.6658897594867234,21241856.0,9.0,518.0,0.489031,4.0,16818442240.0
