Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,totalcpuUtilization,totalmemoryUtilization
2020-08-16 10:27:07.091,5.226474407229273,0.01039999999999992,0.0,67720.53333333334,0.11796951293945312,3282.822222222222,15161.466666666667,1.0,5.2296296296296765,11.869648397053796
2020-08-16 10:27:22.091,7.510801627089063,0.011466666666666627,0.0,69996.08888888889,0.11796951293945312,3301.0,16012.888888888887,1.0,5.2296296296296765,11.869648397053796
2020-08-16 10:27:37.091,10.204099052532632,0.011911111111111141,0.0,70633.24444444444,0.11796951293945312,3216.5777777777776,15216.0,1.0,5.23703703703704,11.868064732375364
2020-08-16 10:27:52.091,10.204099052532632,0.011200000000000107,0.0,66810.3111111111,0.11796951293945312,3159.133333333333,14459.0,1.0,5.23703703703704,11.868064732375364
2020-08-16 10:28:07.091,9.897069795608504,0.011555555555555467,0.0,68721.77777777778,0.11796951293945312,3147.555555555555,14228.977777777776,1.0,5.366666666666716,11.8244731376185
2020-08-16 10:28:22.091,9.897069795608504,0.011377777777777787,0.0,67993.6,0.11796951293945312,3209.3555555555554,15181.666666666666,1.0,5.366666666666716,11.8244731376185
2020-08-16 10:28:37.091,13.700446956076146,0.011199999999999951,0.0,67447.46666666666,0.11796951293945312,3198.0888888888885,14432.244444444445,1.0,5.274074074073953,11.844570985238615
2020-08-16 10:28:52.091,13.700446956076146,0.01022222222222224,0.0,63988.62222222222,0.11796951293945312,3233.911111111111,14731.844444444443,1.0,5.274074074073953,11.844570985238615
2020-08-16 10:29:22.091,18.750189571269217,0.009955555555555407,0.0,64079.64444444444,0.11849403381347656,3150.9333333333334,13764.377777777778,1.0,5.374074074074083,11.82713434733587
2020-08-16 10:29:37.091,0.007638464704554253,0.00933333333333337,0.0,63442.48888888888,0.11849403381347656,3165.6666666666665,14520.955555555554,1.0,5.374074074074083,11.82713434733587
2020-08-16 10:29:52.091,0.007638464704554253,0.010044444444444404,0.0,65627.02222222222,0.11849403381347656,3061.133333333333,13649.844444444443,1.0,5.32222222222215,11.772179550350256
2020-08-16 10:30:07.091,0.007638464704554253,0.010133333333333402,0.0,65627.02222222222,0.11849403381347656,3128.2,14447.466666666667,1.0,5.32222222222215,11.772179550350256
2020-08-16 10:30:22.091,0.007701357338620431,0.011999999999999981,0.0,118055.82222222221,0.11849403381347656,3172.8444444444444,14373.777777777777,1.0,5.4000000000000234,11.691575916150017
2020-08-16 10:30:37.091,0.005240730228089911,0.010133333333333402,0.0,111957.33333333333,0.11849403381347656,3281.8444444444444,15389.244444444445,1.0,5.4000000000000234,11.691575916150017
2020-08-16 10:30:52.091,0.005722111507056275,0.008444444444444501,0.0,106951.1111111111,0.11286735534667969,4545.31111111111,15907.688888888888,1.0,5.277777777777696,11.681224953200257
2020-08-16 10:31:07.091,0.008077136662601762,0.005955555555555571,0.0,50972.444444444445,0.11286735534667969,4491.822222222222,16035.666666666666,1.0,5.277777777777696,11.681224953200257
2020-08-16 10:31:22.091,0.008024894387449116,0.0071111111111111175,5916.444444444443,58436.26666666667,0.11286735534667969,4577.955555555555,16013.044444444444,1.0,5.255555555555543,11.695510588186124
2020-08-16 10:31:52.091,0.007414213109478483,0.007911111111110989,5916.444444444443,60438.75555555555,0.11425018310546875,4628.155555555555,17313.266666666666,1.0,5.255555555555543,11.695510588186124
2020-08-16 10:32:07.091,0.005389724207119211,0.007911111111111148,5916.444444444443,67265.42222222222,0.11425018310546875,4620.155555555555,16505.8,1.0,5.148148148148143,11.710792136011001
2020-08-16 10:32:22.091,0.007464475046214544,0.006133333333333407,0.0,59892.62222222222,0.11425018310546875,4471.044444444444,16377.511111111111,1.0,5.148148148148143,11.710792136011001
2020-08-16 10:32:37.091,0.00744849618681353,0.005511111111111215,0.0,59073.422222222216,0.11425018310546875,3080.4444444444443,14358.2,1.0,5.211111111111092,11.7176655672442
2020-08-16 10:32:52.091,0.007432207818302925,0.005511111111111056,0.0,52428.8,0.11425018310546875,3151.2,15567.31111111111,1.0,5.211111111111092,11.7176655672442
2020-08-16 10:33:07.091,0.00805192605626602,0.005066666666666542,0.0,52337.777777777774,0.09584426879882812,3055.0444444444443,14416.333333333334,1.0,5.088888888888935,11.70940438861237
2020-08-16 10:33:22.091,0.00805192605626602,0.005066666666666701,0.0,50699.37777777777,0.09584426879882812,3088.1777777777775,14795.088888888888,1.0,5.088888888888935,11.70940438861237
2020-08-16 10:33:37.091,0.007633415345361997,0.0056888888888888935,0.0,52337.777777777774,0.09589195251464844,3106.6,14692.0,1.0,5.151851851851844,11.710432954331356
2020-08-16 10:33:52.091,0.007633415345361997,0.0067555555555556005,0.0,52428.8,0.09589195251464844,3267.022222222222,16029.977777777776,1.0,5.151851851851844,11.710432954331356
2020-08-16 10:34:07.091,0.007278790484824146,0.006666666666666603,0.0,53794.13333333333,0.09589195251464844,3214.6888888888884,14870.844444444443,1.0,5.192592592592549,11.7433307308988
2020-08-16 10:34:22.091,0.007278790484824146,0.0056888888888888935,0.0,53339.022222222215,0.09589195251464844,3096.288888888889,14665.666666666666,1.0,5.192592592592549,11.7433307308988
2020-08-16 10:34:37.091,0.007761654135338336,0.0053333333333333765,0.0,52792.88888888888,0.09589195251464844,2959.4888888888886,13398.044444444444,1.0,5.211111111111136,11.727755307154213
2020-08-16 10:34:52.091,0.007761654135338336,0.00515555555555554,0.0,51427.55555555555,0.09589195251464844,3069.4444444444443,14759.177777777777,1.0,5.211111111111136,11.727755307154213
2020-08-16 10:35:22.091,0.007998457534542574,0.005866666666666573,0.0,50881.422222222216,0.09589195251464844,3026.622222222222,13619.244444444445,1.0,5.122222222222242,11.728326732553647
2020-08-16 10:35:37.091,0.00495738921788665,0.006577777777777764,0.0,50972.444444444445,0.09589195251464844,3085.5777777777776,14804.533333333333,1.0,5.122222222222242,11.728326732553647
2020-08-16 10:35:52.091,0.007575858414578956,0.007288888888888954,0.0,55250.48888888888,0.09589195251464844,2963.911111111111,13433.422222222222,1.0,5.177777777777663,11.693779985547836
2020-08-16 10:36:07.091,0.007741798632705483,0.0074666666666667915,0.0,52701.86666666667,0.08311271667480469,3093.2222222222217,14621.62222222222,1.0,5.177777777777663,11.693779985547836
2020-08-16 10:36:22.091,0.007863963528177339,0.00702222222222212,0.0,55250.48888888888,0.08311271667480469,4475.244444444444,14934.6,1.0,5.151851851851886,11.688147363753414
2020-08-16 10:36:37.091,0.00798498970218114,0.00604444444444441,0.0,50335.288888888885,0.08311271667480469,4535.133333333333,16032.533333333333,1.0,5.151851851851886,11.688147363753414
2020-08-16 10:36:52.091,0.007984989702181141,0.00524444444444438,0.0,55978.666666666664,0.08311271667480469,4777.8,16681.62222222222,1.0,5.292592592592752,11.693535088948078
2020-08-16 10:37:07.091,0.00816615562558,0.0053333333333333765,0.0,55978.666666666664,0.08311271667480469,4725.733333333334,18250.088888888888,1.0,5.292592592592752,11.693535088948078
2020-08-16 10:37:22.091,0.00816615562558,0.0056888888888888935,0.0,57981.15555555555,0.08311271667480469,4695.466666666666,17169.377777777776,1.0,5.159259259259116,11.674922947366499
2020-08-16 10:37:37.091,0.00750196832500081,0.005866666666666731,0.0,51882.666666666664,0.08311271667480469,4428.866666666667,16526.644444444442,1.0,5.159259259259116,11.674922947366499
2020-08-16 10:37:52.091,0.00750196832500081,0.0053333333333333765,0.0,51700.62222222222,0.08311271667480469,3097.7111111111108,14302.733333333334,1.0,5.166666666666772,11.677127016764315
2020-08-16 10:38:07.091,0.007550855892553683,0.006311111111111087,0.0,50790.4,0.08311271667480469,3129.511111111111,15484.377777777778,1.0,5.166666666666772,11.677127016764315
2020-08-16 10:38:22.091,0.007550855892553684,0.006666666666666603,0.0,54249.24444444444,0.08311271667480469,3111.8,14378.577777777777,1.0,5.174074074074006,11.679118842442342
2020-08-16 10:38:37.091,0.007880570246812954,0.0071111111111111175,0.0,51245.51111111111,0.08311271667480469,3183.4666666666667,14814.066666666668,1.0,5.174074074074006,11.679118842442342
2020-08-16 10:38:52.091,0.007880570246812954,0.00693333333333328,0.0,53248.0,0.08311271667480469,3143.5777777777776,14136.866666666667,1.0,5.403703703703763,11.663249542778049
2020-08-16 10:39:22.091,0.008119860529147416,0.0071999999999999564,0.0,52155.73333333333,0.08311271667480469,3120.911111111111,15413.288888888888,1.0,5.403703703703763,11.663249542778049
2020-08-16 10:39:37.091,0.0047762444067289715,0.00693333333333328,0.0,53430.044444444444,0.08311271667480469,2994.0,14068.0,1.0,5.3392159041248615,11.665780140975546
2020-08-16 10:39:52.091,0.00528865663403853,0.0071111111111111175,0.0,53703.11111111111,0.08311271667480469,3033.511111111111,14737.088888888888,1.0,5.3392159041248615,11.665780140975546
2020-08-16 10:40:07.091,0.007407333740324604,0.006933333333333438,0.0,53703.11111111111,0.08311271667480469,3044.555555555555,14092.377777777778,1.0,5.340740740740857,11.66382096817748
2020-08-16 10:40:22.091,0.007467964331183245,0.007822222222222308,0.0,55068.444444444445,0.08311271667480469,3079.6,15324.511111111111,1.0,5.340740740740857,11.66382096817748
2020-08-16 10:40:52.091,0.007438765510346121,0.0071111111111111175,0.0,55068.444444444445,0.08330345153808594,3065.644444444444,14163.755555555554,1.0,5.300000000000157,11.664229129177077
2020-08-16 10:41:22.091,0.007959231699181807,0.006399999999999926,0.0,54340.26666666667,0.08330345153808594,3076.9777777777776,14643.377777777778,1.0,5.300000000000157,11.664229129177077
2020-08-16 10:41:37.091,0.007959231699181807,0.006488888888888766,0.0,58527.288888888885,0.08330345153808594,3097.6,13566.288888888888,1.0,5.388888888888795,11.638074172322959
2020-08-16 10:41:52.091,0.007688828409430123,0.006311111111111087,0.0,57617.066666666666,0.08330345153808594,3215.0666666666666,14926.71111111111,1.0,5.388888888888795,11.638074172322959
2020-08-16 10:42:07.091,0.007688828409430123,0.006933333333333438,0.0,58254.22222222222,0.08149147033691406,4494.8,15078.22222222222,1.0,5.3518518518519596,11.638547639082493
2020-08-16 10:42:22.091,0.007929082774049948,0.005866666666666731,0.0,51063.46666666667,0.08149147033691406,4439.933333333333,16112.888888888887,1.0,5.3518518518519596,11.638547639082493
2020-08-16 10:42:37.091,0.007929082774049948,0.007022222222222278,0.0,52792.88888888888,0.08149147033691406,4494.7555555555555,15772.177777777777,1.0,5.422222222222176,11.64749452819364
2020-08-16 10:42:52.091,0.007363823601418799,0.007288888888888797,0.0,51973.688888888886,0.08149147033691406,4546.622222222222,17302.533333333333,1.0,5.422222222222176,11.64749452819364
2020-08-16 10:43:07.091,0.007413482114255967,0.007911111111111148,0.0,53794.13333333333,0.08149147033691406,4613.51111111111,16344.044444444444,1.0,5.229629629629765,11.656718966784506
2020-08-16 10:43:22.091,0.003550533333335832,0.00684444444444444,0.0,50972.444444444445,0.08149147033691406,4520.8,16516.333333333332,1.0,5.229629629629765,11.656718966784506
2020-08-16 10:43:37.091,0.00787469594137555,0.0071999999999999564,0.0,57981.15555555555,0.08149147033691406,3271.6,15255.488888888887,1.0,5.385185185185093,11.6611760849001
2020-08-16 10:43:52.091,0.008005207889694539,0.006666666666666603,0.0,57161.95555555555,0.08149147033691406,3342.4888888888886,16519.088888888888,1.0,5.385185185185093,11.6611760849001
2020-08-16 10:44:07.091,0.007567055616505372,0.00764444444444447,0.0,58436.26666666667,0.08149147033691406,3250.6,15298.8,1.0,5.281481481481483,11.650923080590243
2020-08-16 10:44:22.091,0.007567055616505372,0.006577777777777764,0.0,50699.37777777777,0.08149147033691406,3147.777777777778,14861.577777777777,1.0,5.281481481481483,11.650923080590243
2020-08-16 10:44:37.091,0.008011415050406517,0.007288888888888954,0.0,51973.688888888886,0.08149147033691406,3079.422222222222,14076.355555555554,1.0,5.359259259259272,11.650465940270701
2020-08-16 10:44:52.091,0.008011415050406517,0.006311111111111087,0.0,50062.22222222222,0.08149147033691406,3083.8888888888887,15241.71111111111,1.0,5.359259259259272,11.650465940270701
2020-08-16 10:45:07.091,0.007354468834480548,0.006933333333333438,0.0,52337.777777777774,0.08149147033691406,3073.0666666666666,14102.71111111111,1.0,5.222222222222276,11.647053714314074
2020-08-16 10:45:22.091,0.007354468834480548,0.006222222222222248,0.0,50881.422222222216,0.08149147033691406,2973.5777777777776,14538.733333333334,1.0,5.222222222222276,11.647053714314074
2020-08-16 10:45:37.091,0.008110694977668136,0.00684444444444444,0.0,51973.688888888886,0.08149147033691406,3013.0888888888885,13376.155555555555,1.0,5.388888888888962,11.64876799051238
2020-08-16 10:45:52.091,0.008110694977668136,0.006222222222222248,0.0,51063.46666666667,0.08149147033691406,3145.4666666666667,14863.62222222222,1.0,5.388888888888962,11.64876799051238
2020-08-16 10:46:22.091,0.0077891054363131785,0.005777777777777733,0.0,51791.64444444444,0.08149147033691406,3222.3555555555554,13778.244444444445,1.0,5.3259259259258895,11.646008822155112
2020-08-16 10:46:52.091,0.00803846551666673,0.0056888888888888935,0.0,50608.35555555555,0.08149147033691406,3251.022222222222,15023.977777777776,1.0,5.3259259259258895,11.646008822155112
2020-08-16 10:47:07.091,0.008038465516666728,0.006311111111111087,0.0,55978.666666666664,0.08149147033691406,3183.777777777778,14236.71111111111,1.0,5.348148148148172,11.647412895993721
2020-08-16 10:47:22.091,0.008356633408431723,0.007022222222222278,0.0,55250.48888888888,0.08149147033691406,3191.3555555555554,15411.866666666667,1.0,5.348148148148172,11.647412895993721
2020-08-16 10:47:37.091,0.008023642478151688,0.0071111111111111175,0.0,57161.95555555555,0.08158683776855469,4467.4222222222215,15549.02222222222,1.0,5.374074074074075,11.647216978713914
2020-08-16 10:47:52.091,0.007610313877464512,0.006222222222222248,0.0,51245.51111111111,0.08158683776855469,4390.666666666667,15962.244444444445,1.0,5.374074074074075,11.647216978713914
2020-08-16 10:48:07.091,0.007830265708748294,0.006399999999999926,0.0,55887.64444444444,0.08158683776855469,4537.488888888888,15841.0,1.0,5.437037037036985,11.653633269627566
2020-08-16 10:48:22.091,0.008010742149083453,0.006577777777777764,0.0,56251.73333333333,0.08158683776855469,4601.8,17560.844444444443,1.0,5.437037037036985,11.653633269627566
2020-08-16 10:48:37.091,0.007381240810049714,0.007377777777777794,0.0,63169.422222222216,0.08158683776855469,4618.355555555555,16457.48888888889,1.0,5.288888888888888,11.656490396624736
2020-08-16 10:48:52.091,0.007381240810049714,0.00693333333333328,0.0,58982.4,0.08158683776855469,4536.355555555555,16624.244444444445,1.0,5.288888888888888,11.656490396624736
