Time,cpu,mem,replica,requests,responsetime,totalcpuUtilization,totalmemoryUtilization
2020-08-14 08:09:52.714,8.617078870765178,0.200653076171875,1.0,101.0,0.407871,17.496296296296286,12.266152318501415
2020-08-14 08:10:07.714,11.259149255297192,0.200653076171875,1.0,132.0,0.512276,16.81111111111113,12.359800778248742
2020-08-14 08:10:22.714,11.029052464897433,0.5129814147949219,1.0,132.0,0.511568,16.81111111111113,12.359800778248742
2020-08-14 08:10:37.714,11.029052464897433,0.5129814147949219,1.0,131.0,0.40638799999999997,16.596296296296302,12.421873903067315
2020-08-14 08:10:52.714,11.102959660783297,0.1492023468017578,1.0,131.0,0.414154,16.596296296296302,12.421873903067315
2020-08-14 08:11:07.714,11.102959660783297,0.1492023468017578,1.0,161.0,0.513694,16.80000000000003,12.432535068376763
2020-08-14 08:11:22.714,20.418799328254984,0.44078826904296875,1.0,192.0,0.509158,16.80000000000003,12.432535068376763
2020-08-14 08:11:37.714,20.418799328254984,0.44078826904296875,1.0,223.0,0.434573,24.7111111111111,12.38647818118234
2020-08-14 08:11:52.714,14.866050406025948,0.12240409851074219,1.0,253.0,0.501093,24.7111111111111,12.38647818118234
2020-08-14 08:12:07.714,15.943113822613755,0.12240409851074219,1.0,272.0,0.46055,28.66666666666668,12.307392905900604
2020-08-14 08:12:22.714,26.748606814178444,0.5115509033203125,1.0,293.0,0.49618799999999996,28.66666666666668,12.307392905900604
2020-08-14 08:12:37.714,26.748606814178444,0.5115509033203125,5.0,308.0,0.527706,33.35255307083712,12.192046607414749
2020-08-14 08:12:52.714,29.108389902741933,0.7509231567382812,5.0,329.0,0.5704199999999999,33.35255307083712,12.192046607414749
2020-08-14 08:13:07.714,29.108389902741933,0.7732391357421875,5.0,362.0,0.448809,40.881481481481444,12.265907421901655
2020-08-14 08:13:22.714,29.467094337498313,0.8432388305664062,9.0,398.0,0.41090699999999997,40.881481481481444,12.265907421901655
2020-08-14 08:13:37.714,38.311946850493506,1.3203144073486328,9.0,440.0,0.593938,45.8555555555556,12.55834661489226
2020-08-14 08:13:52.714,37.903516145080054,1.421356201171875,9.0,475.0,0.41162099999999996,45.8555555555556,12.55834661489226
2020-08-14 08:14:07.714,43.003571798193526,1.421356201171875,13.0,507.0,0.480875,51.09256436151258,12.882148899091824
2020-08-14 08:14:22.714,18.064013853838638,1.3262271881103516,13.0,542.0,0.64815,51.09256436151258,12.882148899091824
2020-08-14 08:14:37.714,49.16900534605198,0.9483814239501953,17.0,567.0,0.538659,57.155555555555495,12.706868239425281
2020-08-14 08:14:52.714,37.30065718354378,1.798391342163086,17.0,604.0,0.410351,57.155555555555495,12.706868239425281
2020-08-14 08:15:07.714,38.50752145867677,1.9925594329833984,17.0,625.0,0.50072,61.17407407407417,13.078882500897137
2020-08-14 08:15:22.714,44.03420097744794,1.5824317932128906,20.0,632.0,0.512544,61.17407407407417,13.078882500897137
2020-08-14 08:15:37.714,53.87228973473892,1.819467544555664,20.0,655.0,0.450715,64.69629629629627,13.144922950631784
2020-08-14 08:15:52.714,52.21762380265078,1.9671440124511719,20.0,667.0,0.563028,64.69629629629627,13.144922950631784
2020-08-14 08:16:07.714,54.41122520135473,1.9762039184570312,20.0,666.0,0.50596,66.08888888888887,13.197298170099955
2020-08-14 08:16:22.714,38.748214118895554,2.158784866333008,20.0,676.0,0.7615259999999999,66.08888888888887,13.197298170099955
2020-08-14 08:16:37.714,60.090923746756786,2.0105838775634766,20.0,676.0,0.482298,66.3259259259259,13.420660195518916
2020-08-14 08:16:52.714,44.00773643569724,2.1970272064208984,20.0,674.0,0.47025,66.3259259259259,13.420660195518916
2020-08-14 08:17:07.714,43.49700273671084,2.2011756896972656,20.0,675.0,0.503972,66.6296296296297,13.493214894807112
2020-08-14 08:17:22.714,53.58343642381481,2.442169189453125,20.0,671.0,0.428755,66.6296296296297,13.493214894807112
2020-08-14 08:17:37.714,30.422669350919403,2.52838134765625,20.0,672.0,0.5748110000000001,66.40370370370368,13.485590447334662
2020-08-14 08:17:52.714,13.814706272668225,2.6267528533935547,20.0,678.0,0.539301,66.40370370370368,13.485590447334662
2020-08-14 08:18:07.714,58.25875070657601,2.290058135986328,20.0,681.0,1.1099860000000001,67.06666666666665,13.55750841546349
2020-08-14 08:18:22.714,21.837973969512493,2.700376510620117,20.0,677.0,0.564895,67.06666666666665,13.55750841546349
2020-08-14 08:18:37.714,57.919799851974695,2.8970718383789062,20.0,677.0,0.459563,66.92962962962964,13.623434580118252
2020-08-14 08:18:52.714,57.14965010401316,2.6640892028808594,20.0,674.0,0.548888,66.92962962962964,13.623434580118252
2020-08-14 08:19:07.714,60.53397408748202,2.6895523071289062,20.0,673.0,0.6109260000000001,66.97037037037043,13.657720104084323
2020-08-14 08:19:22.714,58.418025112617634,3.8105010986328125,20.0,677.0,0.632011,66.97037037037043,13.657720104084323
2020-08-14 08:19:37.714,56.52968880154037,3.812694549560547,20.0,678.0,0.640152,68.20370370370371,13.76065830818245
2020-08-14 08:19:52.714,54.55825410631717,3.6027908325195312,20.0,681.0,0.6753669999999999,68.20370370370371,13.76065830818245
2020-08-14 08:20:07.714,56.01171810730507,3.850841522216797,20.0,683.0,0.900852,68.70370370370375,13.73254417853028
2020-08-14 08:20:22.714,29.38287984104843,3.5042285919189453,20.0,686.0,1.0787829999999998,68.70370370370375,13.73254417853028
2020-08-14 08:20:37.714,61.70560766250096,3.2211780548095703,20.0,687.0,1.703177,68.84444444444436,13.859302658564834
2020-08-14 08:20:52.714,28.52489079367232,3.614187240600586,20.0,685.0,0.768199,68.84444444444436,13.859302658564834
2020-08-14 08:21:07.714,60.3192559814432,3.734588623046875,20.0,684.0,1.2271130000000001,68.94074074074075,13.920134973944634
2020-08-14 08:21:22.714,60.246569003450126,3.6794662475585938,20.0,681.0,0.8530760000000001,68.94074074074075,13.920134973944634
2020-08-14 08:21:37.714,51.81513773056964,3.685617446899414,20.0,675.0,0.620892,69.26666666666664,14.058566858567643
2020-08-14 08:21:52.714,40.871989337074055,3.513669967651367,20.0,675.0,0.552648,69.26666666666664,14.058566858567643
2020-08-14 08:22:07.714,61.873127900580336,3.853273391723633,20.0,672.0,1.060201,69.20809109591798,13.896739185447785
2020-08-14 08:22:22.714,34.857825526865554,4.222393035888672,20.0,675.0,1.48511,69.20809109591798,13.896739185447785
2020-08-14 08:22:37.714,61.14514201807728,4.608583450317383,20.0,676.0,1.4366590000000001,69.08888888888886,14.167284622420054
2020-08-14 08:22:52.714,41.01773352396319,4.855966567993164,20.0,676.0,1.5944159999999998,69.08888888888886,14.167284622420054
2020-08-14 08:23:07.714,59.285113475034166,4.851293563842773,20.0,675.0,1.1900050000000002,69.10068640449964,14.286451307862128
2020-08-14 08:23:22.714,45.46201886663937,4.498910903930664,20.0,671.0,1.143943,69.10068640449964,14.286451307862128
2020-08-14 08:23:37.714,58.370293256417106,4.4647216796875,20.0,675.0,1.063051,69.12592592592587,14.227545512400418
2020-08-14 08:23:52.714,46.64845706434302,5.048894882202148,20.0,673.0,1.0640630000000002,69.12592592592587,14.227545512400418
2020-08-14 08:24:07.714,60.17392679466745,5.381965637207031,20.0,672.0,1.4344059999999998,69.07777777777778,14.21900678428887
2020-08-14 08:24:22.714,44.18919653877685,4.559183120727539,20.0,672.0,1.113426,69.07777777777778,14.21900678428887
2020-08-14 08:24:37.714,56.2425586547139,4.299020767211914,20.0,670.0,1.5312629999999998,69.09999999999998,14.233178134194846
2020-08-14 08:24:52.714,44.08757299073239,4.9068450927734375,20.0,671.0,0.967561,69.09999999999998,14.233178134194846
2020-08-14 08:25:07.714,61.32573132276051,5.249929428100586,20.0,664.0,1.2672889999999999,69.55185185185184,14.040673080345353
2020-08-14 08:25:22.714,50.21419114493978,4.621219635009766,20.0,649.0,1.031012,69.55185185185184,14.040673080345353
2020-08-14 08:25:37.714,53.06557150737044,4.4979095458984375,20.0,645.0,0.897153,71.45925925925928,14.762905805910629
2020-08-14 08:25:52.714,48.845189033082384,5.380105972290039,20.0,642.0,1.83077,71.45925925925928,14.762905805910629
2020-08-14 08:26:07.714,60.44006222197195,5.564546585083008,20.0,645.0,1.2198030000000002,69.11481465019848,14.541470300409765
2020-08-14 08:26:22.714,40.55706775462162,4.868078231811523,20.0,658.0,1.1738009999999999,69.11481465019848,14.541470300409765
2020-08-14 08:26:37.714,62.440367291254894,5.048990249633789,20.0,657.0,1.364767,69.11851851851848,14.31869602683022
2020-08-14 08:26:52.714,38.15996249191629,5.198383331298828,20.0,657.0,1.3284960000000001,69.11851851851848,14.31869602683022
2020-08-14 08:27:07.714,57.62944333436598,5.320978164672852,20.0,656.0,1.1187,69.11179743330811,15.086512172830387
2020-08-14 08:27:22.714,42.65306488793072,4.589033126831055,20.0,658.0,1.006972,69.11179743330811,15.086512172830387
2020-08-14 08:27:37.714,62.96786706245967,5.4454803466796875,20.0,661.0,1.428708,69.15925991763694,15.082267298434585
2020-08-14 08:27:52.714,48.910862493798454,6.35066032409668,20.0,663.0,1.521683,69.15925991763694,15.082267298434585
2020-08-14 08:28:07.714,60.16620583028226,6.100368499755859,20.0,667.0,1.435589,69.24074074074062,14.558090616313313
2020-08-14 08:28:22.714,46.94335900142369,5.634069442749023,20.0,666.0,0.767029,69.24074074074062,14.558090616313313
2020-08-14 08:28:37.714,61.439593156998484,4.996728897094727,20.0,660.0,0.7537050000000001,69.11111111111109,15.124569104432728
2020-08-14 08:28:52.714,38.69215664396426,6.087017059326172,20.0,660.0,1.433931,69.11111111111109,15.124569104432728
