Time,cpu,mem,replica,requests,responsetime,totalcpu,totalmemory
2020-08-11 22:08:06.050,0.14067691846057112,6471680.0,1.0,30.0,0.430178,2.0,8362713088.0
2020-08-11 22:08:21.050,0.3176044967941205,7086080.0,1.0,61.0,0.433213,2.0,8362713088.0
2020-08-11 22:08:36.050,0.4829125889360981,14090240.0,1.0,94.0,0.41010599999999997,2.0,8362713088.0
2020-08-11 22:08:51.050,0.6559984792147773,16355328.0,1.0,127.0,0.41738200000000003,2.0,8362713088.0
2020-08-11 22:09:06.050,0.6759711041272727,34185216.0,1.0,129.0,0.417502,2.0,8362713088.0
2020-08-11 22:09:21.050,0.6786388794545455,9510912.0,1.0,132.0,0.433074,2.0,8362713088.0
2020-08-11 22:09:36.050,0.6935473045818181,36040704.0,1.0,132.0,0.429937,2.0,8362713088.0
2020-08-11 22:09:51.050,0.8019813331454546,76001280.0,1.0,161.0,0.5195700000000001,2.0,8362713088.0
2020-08-11 22:10:06.050,0.9806520384363637,54132736.0,1.0,191.0,0.508657,2.0,8362713088.0
2020-08-11 22:10:21.050,1.1937056324,53833728.0,1.0,222.0,0.445346,2.0,8362713088.0
2020-08-11 22:10:36.050,1.3366662993454548,58466304.0,1.0,254.0,0.49877699999999997,2.0,8362713088.0
2020-08-11 22:10:51.050,1.3963087179272726,53366784.0,1.0,273.0,0.6519579999999999,2.0,8362713088.0
2020-08-11 22:11:06.050,1.5306658159272728,51904512.0,1.0,289.0,0.6849400000000001,2.0,8362713088.0
2020-08-11 22:11:21.050,1.6032102800909092,50126848.0,1.0,298.0,0.619538,2.0,8362713088.0
2020-08-11 22:11:36.050,1.649886780254143,63713280.0,5.0,312.0,0.66984,2.0,8362713088.0
2020-08-11 22:11:51.050,1.6516794638569954,31203328.0,5.0,340.0,0.596354,2.0,8362713088.0
2020-08-11 22:12:06.050,1.6523769905177845,32006144.0,9.0,370.0,0.423296,2.0,8362713088.0
2020-08-11 22:12:21.050,1.6621937528956883,33341440.0,9.0,409.0,0.778269,2.0,8362713088.0
2020-08-11 22:12:36.050,1.6627894819684579,71155712.0,9.0,438.0,1.059113,2.0,8362713088.0
