Time,cpu,mem,replica,requests,responsetime,totalcpu,totalmemory
2020-07-23 10:54:40.990,0.16994998147151336,89616384.0,1.0,76.0,5.119866,2.0,8362713088.0
2020-07-23 10:54:55.990,0.32844035594181,36573184.0,1.0,79.0,5.119866,2.0,8362713088.0
2020-07-23 10:55:10.990,0.48970116212310666,49442816.0,1.0,80.0,5.119866,2.0,8362713088.0
2020-07-23 10:55:25.990,0.6552627973953549,17895424.0,1.0,76.0,5.119866,2.0,8362713088.0
2020-07-23 10:55:40.990,0.6338333541272727,17895424.0,1.0,76.0,5.119866,2.0,8362713088.0
2020-07-23 10:55:55.990,0.6464600573272727,23416832.0,1.0,77.0,5.119866,2.0,8362713088.0
2020-07-23 10:56:10.990,0.6525503719999999,23605248.0,1.0,74.0,5.119866,2.0,8362713088.0
2020-07-23 10:56:25.990,0.8146537807454545,23605248.0,1.0,74.0,5.119866,2.0,8362713088.0
2020-07-23 10:56:40.990,0.9802025797818181,29388800.0,1.0,78.0,5.119866,2.0,8362713088.0
2020-07-23 10:56:55.990,1.160639501,29433856.0,1.0,78.0,5.119866,2.0,8362713088.0
2020-07-23 10:57:10.990,1.3246368601090905,29433856.0,1.0,80.0,0.671544,2.0,8362713088.0
2020-07-23 10:57:25.990,1.3904524826545455,35053568.0,1.0,141.0,4.045869,2.0,8362713088.0
2020-07-23 10:57:40.990,1.465089461490909,35172352.0,1.0,200.0,4.627395000000001,2.0,8362713088.0
2020-07-23 10:57:55.990,1.6286372449090907,38748160.0,1.0,256.0,3.707694,2.0,8362713088.0
2020-07-23 10:58:10.990,1.660271793872727,39198720.0,1.0,311.0,3.707694,2.0,8362713088.0
2020-07-23 10:58:25.990,1.633315477881857,62820352.0,1.0,273.0,3.707694,2.0,8362713088.0
2020-07-23 10:58:40.990,1.6055531343000002,51073024.0,1.0,204.0,3.707694,2.0,8362713088.0
2020-07-23 10:58:55.990,1.6415893959545456,65880064.0,1.0,147.0,3.707694,2.0,8362713088.0
2020-07-23 10:59:10.990,1.6412933477881968,84860928.0,1.0,92.0,3.707694,2.0,8362713088.0
2020-07-23 10:59:25.990,1.418528651265871,123170816.0,1.0,79.0,3.707694,2.0,8362713088.0
2020-07-23 10:59:40.990,0.9547622487119203,98787328.0,1.0,79.0,3.707694,2.0,8362713088.0
2020-07-23 10:59:55.990,0.5786401363760519,88272896.0,1.0,81.0,3.707694,2.0,8362713088.0
2020-07-23 11:00:10.990,0.0005504480580171748,95420416.0,1.0,80.0,3.707694,2.0,8362713088.0
2020-07-23 11:00:25.990,0.00058949122,58433536.0,1.0,76.0,3.707694,2.0,8362713088.0
2020-07-23 11:00:40.990,0.0008449690646588292,80801792.0,1.0,77.0,3.707694,2.0,8362713088.0
2020-07-23 11:00:55.990,0.0006504551507911112,41037824.0,1.0,78.0,3.707694,2.0,8362713088.0
2020-07-23 11:01:10.990,0.0003389196861111113,68739072.0,1.0,77.0,4.1652700000000005,2.0,8362713088.0
2020-07-23 11:01:25.990,0.0005667372231416992,44261376.0,1.0,76.0,4.1652700000000005,2.0,8362713088.0
2020-07-23 11:01:40.990,0.0005390504567756787,70406144.0,1.0,78.0,3.3317959999999998,2.0,8362713088.0
2020-07-23 11:01:55.990,0.0008959242030006003,67813376.0,1.0,79.0,4.446092999999999,2.0,8362713088.0
2020-07-23 11:02:10.990,0.0014216969659634473,44290048.0,1.0,81.0,4.446092999999999,2.0,8362713088.0
2020-07-23 11:02:25.990,0.13449636836314183,73900032.0,1.0,129.0,1.313432,2.0,8362713088.0
2020-07-23 11:02:40.990,0.2995813375393273,103079936.0,1.0,192.0,3.3510079999999998,2.0,8362713088.0
2020-07-23 11:02:55.990,0.48730934095421047,63201280.0,1.0,250.0,0.494859,2.0,8362713088.0
2020-07-23 11:03:10.990,0.6653267688504511,81915904.0,1.0,304.0,1.017121,2.0,8362713088.0
2020-07-23 11:03:25.990,0.7989530284019584,113807360.0,1.0,269.0,1.017121,2.0,8362713088.0
2020-07-23 11:03:40.990,0.9528654313939336,67706880.0,1.0,209.0,1.017121,2.0,8362713088.0
2020-07-23 11:03:55.990,1.1437499111026328,95555584.0,1.0,146.0,1.017121,2.0,8362713088.0
2020-07-23 11:04:10.990,1.3202088134538925,128741376.0,1.0,91.0,1.017121,2.0,8362713088.0
2020-07-23 11:04:25.990,1.3237503225092393,160473088.0,1.0,85.0,1.5220740000000001,2.0,8362713088.0
2020-07-23 11:04:40.990,1.313799874881006,118226944.0,1.0,85.0,1.5220740000000001,2.0,8362713088.0
2020-07-23 11:04:55.990,1.3363421182909092,145096704.0,1.0,82.0,1.5220740000000001,2.0,8362713088.0
2020-07-23 11:05:10.990,1.2980089588545454,100757504.0,1.0,84.0,1.5220740000000001,2.0,8362713088.0
2020-07-23 11:05:25.990,1.2674790973272727,152670208.0,1.0,81.0,1.589069,2.0,8362713088.0
2020-07-23 11:05:40.990,1.3015657945892871,167403520.0,1.0,81.0,1.589069,2.0,8362713088.0
2020-07-23 11:05:55.990,1.293053361818182,144367616.0,1.0,84.0,1.589069,2.0,8362713088.0
2020-07-23 11:06:10.990,1.3356645735973236,200355840.0,1.0,82.0,1.589069,2.0,8362713088.0
2020-07-23 11:06:25.990,1.3731526169764263,173723648.0,1.0,81.0,1.589069,2.0,8362713088.0
2020-07-23 11:06:40.990,1.410260643982608,169332736.0,1.0,79.0,1.589069,2.0,8362713088.0
2020-07-23 11:06:55.990,1.4935555056657985,143675392.0,1.0,80.0,1.589069,2.0,8362713088.0
2020-07-23 11:07:10.990,1.5634939364929725,185016320.0,1.0,83.0,1.589069,2.0,8362713088.0
2020-07-23 11:07:25.990,1.5912900098152625,157253632.0,1.0,115.0,0.675903,2.0,8362713088.0
2020-07-23 11:07:40.990,1.6067834166686872,190148608.0,1.0,179.0,0.6903189999999999,2.0,8362713088.0
2020-07-23 11:07:55.990,1.6023465280818487,174411776.0,1.0,238.0,1.493388,2.0,8362713088.0
2020-07-23 11:08:10.990,1.643690371620783,154300416.0,1.0,294.0,0.819956,2.0,8362713088.0
2020-07-23 11:08:25.990,1.6313199152896458,197836800.0,1.0,269.0,0.819956,2.0,8362713088.0
2020-07-23 11:08:40.990,1.630353895463654,248958976.0,1.0,204.0,0.819956,2.0,8362713088.0
2020-07-23 11:08:55.990,1.6221534718421717,252125184.0,1.0,144.0,0.819956,2.0,8362713088.0
2020-07-23 11:09:10.990,1.6288419251254553,199151616.0,1.0,93.0,0.819956,2.0,8362713088.0
2020-07-23 11:09:25.990,1.6530303553454546,212398080.0,1.0,85.0,0.819956,2.0,8362713088.0
2020-07-23 11:09:40.990,1.665844760499618,193314816.0,1.0,87.0,0.819956,2.0,8362713088.0
2020-07-23 11:09:55.990,1.6542396106727275,251867136.0,1.0,89.0,4.7258450000000005,2.0,8362713088.0
2020-07-23 11:10:10.990,1.672201906661333,208379904.0,1.0,87.0,4.7258450000000005,2.0,8362713088.0
2020-07-23 11:10:25.990,1.6687164766727274,278765568.0,1.0,86.0,2.1225259999999997,2.0,8362713088.0
2020-07-23 11:10:40.990,1.6406043298847224,205701120.0,1.0,87.0,2.1225259999999997,2.0,8362713088.0
2020-07-23 11:10:55.990,1.6519823907818187,212811776.0,1.0,90.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:11:10.990,1.6817575189569585,243781632.0,1.0,86.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:11:25.990,1.6801405140560783,242331648.0,1.0,85.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:11:40.990,1.6563567523180973,273174528.0,1.0,86.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:11:55.990,1.6581074671636367,216367104.0,1.0,84.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:12:10.990,1.6637824996363504,242946048.0,1.0,86.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:12:25.990,1.6414116212771377,330067968.0,1.0,99.0,3.1648620000000003,2.0,8362713088.0
2020-07-23 11:12:40.990,1.6489892612268635,281276416.0,1.0,165.0,4.427278,2.0,8362713088.0
2020-07-23 11:12:55.990,1.6500169945816212,197074944.0,1.0,227.0,0.5474009999999999,2.0,8362713088.0
2020-07-23 11:13:10.990,1.6547131300181823,252018688.0,1.0,278.0,3.5834650000000003,2.0,8362713088.0
2020-07-23 11:13:25.990,1.6713474341818175,305360896.0,1.0,274.0,1.34561,2.0,8362713088.0
2020-07-23 11:13:40.990,1.667874484590628,294428672.0,1.0,203.0,1.34561,2.0,8362713088.0
2020-07-23 11:13:55.990,1.6440604983175493,276422656.0,1.0,141.0,1.34561,2.0,8362713088.0
2020-07-23 11:14:10.990,1.6478365838045523,305905664.0,1.0,97.0,1.34561,2.0,8362713088.0
2020-07-23 11:14:25.990,1.6470217229056616,250585088.0,1.0,88.0,1.34561,2.0,8362713088.0
2020-07-23 11:14:40.990,1.653643498490908,293556224.0,1.0,90.0,1.34561,2.0,8362713088.0
2020-07-23 11:14:55.990,1.6757393498727278,328503296.0,1.0,89.0,1.34561,2.0,8362713088.0
2020-07-23 11:15:10.990,1.64528709288286,259432448.0,1.0,88.0,1.34561,2.0,8362713088.0
2020-07-23 11:15:25.990,1.671033058090909,312946688.0,1.0,89.0,1.34561,2.0,8362713088.0
2020-07-23 11:15:40.990,1.6765693256545446,330457088.0,1.0,90.0,1.34561,2.0,8362713088.0
2020-07-23 11:15:55.990,1.6627058179818186,308318208.0,1.0,92.0,1.34561,2.0,8362713088.0
2020-07-23 11:16:10.990,1.6744767411137977,243822592.0,1.0,92.0,1.34561,2.0,8362713088.0
2020-07-23 11:16:25.990,1.6575007413272715,292970496.0,1.0,89.0,1.34561,2.0,8362713088.0
2020-07-23 11:16:40.990,1.656177979982546,344264704.0,1.0,88.0,1.34561,2.0,8362713088.0
2020-07-23 11:16:55.990,1.667203727236363,361717760.0,1.0,88.0,1.34561,2.0,8362713088.0
2020-07-23 11:17:10.990,1.6773912207090924,342540288.0,1.0,88.0,1.34561,2.0,8362713088.0
2020-07-23 11:17:25.990,1.6615700253636363,356175872.0,1.0,98.0,2.542729,2.0,8362713088.0
