Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpu,totalcpuUtilization,totalmemory,totalmemoryUtilization
2020-10-10 18:15:15.042,1.9235698445254503,0.008955826666666696,12497.417102222224,76962.51107555558,0.0034928321838378906,4864.287012222223,12610.308809444448,1.0,1.0,10.945900536,16.0,31.302411875000008,101189595136.0,3.7280426647632425
2020-10-10 18:15:30.042,2.7932671856180464,0.01857777777777775,133165.51111111115,187232.71111111113,0.0034928321838378906,8434.822222222223,26213.111111111117,1.0,17.0,0.926041091,24.0,47.98851010416667,101189595136.0,5.971234084247251
2020-10-10 18:15:45.042,4.560795139858608,0.01644444444444449,133165.51111111115,171849.95555555556,0.03288984298706055,8108.4222222222215,24851.6,1.0,28.0,2.224402267,24.0,47.98851010416667,101189595136.0,5.971234084247251
2020-10-10 18:16:00.042,5.061753038340528,0.019465801519932397,120508.06630816408,156824.31891915912,0.03288984298706055,4846.073507844096,22816.252610995067,1.0,35.0,2.623338026,24.0,7.475000000000015,101189595136.0,5.957293301962097
2020-10-10 18:16:15.042,5.1272531858738,0.015819409882687596,0.0,67253.46605047991,0.02726912498474121,1863.9575186633488,12578.252755065769,1.0,39.0,2.598782845,24.0,7.475000000000015,101189595136.0,5.957293301962097
2020-10-10 18:16:30.042,5.1272531858738,0.017422222222222204,0.0,66173.15555555558,0.02726912498474121,1611.8222222222225,11182.97777777778,1.0,29.0,1.742282195,24.0,9.812729095074463,101189595136.0,5.971823048932919
2020-10-10 18:17:00.042,4.887078029484672,0.013422818791946293,0.0,61806.835859371524,0.03832578659057617,1563.558380372461,10435.841592959687,1.0,29.0,0.9540988570000001,24.0,9.812729095074463,101189595136.0,5.971823048932919
2020-10-10 18:17:30.042,6.845093213353988,0.010579658605974377,0.0,63726.88477951637,0.03832578659057617,1736.2642247510669,12210.504089615933,1.0,38.0,0.924715768,24.0,10.705232908062497,101189595136.0,5.9756179050048
2020-10-10 18:17:45.042,6.845093213353988,0.009155555555555537,0.0,62441.244444444455,0.03832578659057617,1865.2888888888888,11908.844444444443,1.0,61.0,0.918719285,24.0,10.705232908062497,101189595136.0,5.9756179050048
2020-10-10 18:18:00.042,8.576822825009584,0.009688888888889049,0.0,62805.33333333334,0.06570219993591309,2207.644444444445,12778.755555555557,1.0,88.0,0.902565101,24.0,7.2926620149182,101189595136.0,5.973772086469159
2020-10-10 18:18:15.042,5.985693176050647,0.009511111111111052,0.0,61257.95555555556,0.06570219993591309,2397.7777777777787,11714.355555555556,1.0,109.0,0.937871875,24.0,7.2926620149182,101189595136.0,5.973772086469159
2020-10-10 18:18:30.042,10.330369239187727,0.00880000000000002,182.04444444444442,66992.35555555556,0.05669593811035156,2639.8888888888887,12587.044444444446,1.0,125.0,0.9258822870000001,24.0,8.473611111111074,101189595136.0,5.780859811034622
2020-10-10 18:18:45.042,10.330369239187727,0.00862222222222218,182.04444444444442,65991.11111111111,0.05669593811035156,2635.866666666667,12035.244444444446,1.0,143.0,0.9036560990000001,24.0,8.473611111111074,101189595136.0,5.780859811034622
2020-10-10 18:19:00.042,11.90106250526749,0.009155555555555693,182.04444444444442,68812.8,0.08438229560852051,4082.177777777778,13861.844444444443,1.0,158.0,0.9299610490000001,24.0,9.401388888888897,101189595136.0,5.792827271090168
2020-10-10 18:19:15.042,11.90106250526749,0.010044444444444406,0.0,62896.355555555565,0.08438229560852051,4308.266666666666,13627.111111111111,1.0,174.0,0.904843658,24.0,9.401388888888897,101189595136.0,5.792827271090168
2020-10-10 18:19:30.042,13.711256159898396,0.010133333333333244,0.0,62714.31111111112,0.10218620300292967,4474.511111111112,14465.200000000004,1.0,192.0,0.930810592,24.0,11.752777777777776,101189595136.0,5.812050497437288
2020-10-10 18:19:45.042,13.711256159898396,0.010311111111111082,0.0,62168.177777777775,0.10218620300292967,4641.733333333335,14688.95555555556,1.0,206.0,0.900892039,24.0,11.752777777777776,101189595136.0,5.812050497437288
2020-10-10 18:20:00.042,15.514466156881136,0.009688888888888891,0.0,61440.00000000001,0.1095890998840332,4840.422222222222,15270.8,1.0,222.0,0.921326416,24.0,12.910594579379747,101189595136.0,5.830781910367673
