Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpuUtilization,totalmemoryUtilization
2020-08-27 01:11:57.081,4.997131071735809,0.027199999999999926,182.04444444444442,184957.15555555554,1.4921188354492188,12956.422222222222,62972.24444444444,50.0,738.0,0.425409077,37.14983699226237,7.496075024424231
2020-08-27 01:12:27.081,6.254733636003923,0.026844444444444407,182.04444444444442,190418.48888888888,1.5171051025390625,13388.466666666667,64507.46666666667,50.0,785.0,0.414974849,40.77222222222224,7.790566266658098
2020-08-27 01:12:42.081,6.254733636003923,0.02737777777777776,0.0,184684.08888888886,1.8166542053222656,13616.2,63576.688888888886,50.0,821.0,0.42291597000000003,40.77222222222224,7.790566266658098
2020-08-27 01:12:57.081,6.2471351544447575,0.008355555555555503,0.0,77915.02222222222,1.6315698623657227,11962.02222222222,22137.266666666666,50.0,869.0,0.455818201,42.66279460531219,7.912686456224778
2020-08-27 01:13:12.081,7.585396675369589,0.009866666666666567,0.0,78370.13333333333,1.4752864837646484,12655.466666666667,22654.755555555555,50.0,905.0,0.420630251,42.66279460531219,7.912686456224778
2020-08-27 01:13:27.081,9.190861335695192,0.010044444444444404,0.0,69905.06666666667,1.549220085144043,13134.71111111111,24354.155555555553,50.0,942.0,0.41993148,45.45016765059541,7.75551242663159
2020-08-27 01:13:42.081,6.554692533084418,0.010488888888888917,0.0,148002.13333333333,1.6070127487182617,13530.822222222221,24158.333333333332,50.0,974.0,0.433477393,45.45016765059541,7.75551242663159
2020-08-27 01:13:57.081,12.527266081732174,0.009331674369001104,0.0,136327.05296836118,1.8051385879516602,13658.660682545325,24437.65552790615,50.0,1004.0,0.427378235,48.27609374112679,7.87602522819435
2020-08-27 01:14:27.081,17.111418447136572,0.008444444444444501,0.0,134348.8,2.0789623260498047,15639.977777777776,25326.155555555553,50.0,1032.0,0.445270834,48.27609374112679,7.87602522819435
2020-08-27 01:14:42.081,17.11141844713657,0.006488888888888923,0.0,56069.688888888886,2.091503143310547,15764.977777777776,25834.933333333334,50.0,1061.0,0.465938104,51.36834917319146,7.870001617395799
2020-08-27 01:14:57.081,18.11550851677419,0.00746799431009954,5917.496443812234,78930.2987197724,2.0182132720947266,17612.33108108108,28691.745199146513,50.0,1092.0,0.41107332,51.36834917319146,7.870001617395799
2020-08-27 01:15:12.081,18.135310479349364,0.00684444444444444,5916.444444444443,81282.84444444443,2.2487640380859375,16418.82222222222,28529.91111111111,50.0,1113.0,0.423537842,54.122101377693475,7.958764622333163
2020-08-27 01:15:27.081,20.204084386691783,0.006577777777777764,5916.444444444443,80554.66666666667,2.139759063720703,16810.42222222222,27746.62222222222,50.0,1132.0,0.441149592,54.122101377693475,7.958764622333163
2020-08-27 01:15:42.081,21.20521757872212,0.005511111111111215,0.0,57708.08888888888,2.081751823425293,15538.977777777776,25553.888888888887,50.0,1154.0,0.430623816,56.438888888888826,7.9200413980391415
2020-08-27 01:15:57.081,24.252925570769627,0.00604444444444441,0.0,62987.37777777777,2.355074882507324,15617.644444444444,24544.28888888889,50.0,1174.0,0.42897047600000004,56.438888888888826,7.9200413980391415
2020-08-27 01:16:12.081,20.123343256624807,0.006399999999999926,0.0,58709.333333333336,2.477240562438965,15804.688888888888,25966.266666666666,50.0,1194.0,0.45116715,57.248056582327344,8.15442643269509
2020-08-27 01:16:27.081,22.991103560345667,0.00604444444444441,0.0,65262.933333333334,2.507901191711426,16007.133333333333,24912.44444444444,50.0,1213.0,0.54338865,57.248056582327344,8.15442643269509
2020-08-27 01:16:42.081,25.566264511432855,0.005422222222222217,0.0,56797.86666666667,2.4945735931396484,16246.777777777777,26728.177777777775,50.0,1233.0,0.499712042,59.78333333333337,8.170930480383431
2020-08-27 01:16:57.081,29.41350274532021,0.005422222222222374,0.0,55796.62222222222,2.3441314697265625,16489.6,26573.866666666665,50.0,1249.0,0.458901039,59.78333333333337,8.170930480383431
2020-08-27 01:17:12.081,23.55692422397066,0.005422222222222217,0.0,46057.24444444444,2.36053466796875,16514.0,27928.688888888886,50.0,1259.0,0.459677139,61.32037037037037,8.236118602635356
2020-08-27 01:17:27.081,32.074272274754904,0.005777777777777891,0.0,42780.444444444445,2.5065183639526367,16587.42222222222,26170.511111111107,50.0,1267.0,0.44884034300000003,61.32037037037037,8.236118602635356
2020-08-27 01:17:42.081,32.475212317622855,0.005688888888888736,0.0,42143.288888888885,2.41396427154541,16502.644444444442,26580.644444444442,50.0,1277.0,0.46863292,62.23142390818559,8.328283096547207
2020-08-27 01:17:57.081,36.76165810956601,0.005777777777777733,0.0,42689.422222222216,2.362394332885742,16639.755555555555,25356.511111111107,50.0,1287.0,0.45334680200000005,62.23142390818559,8.328283096547207
2020-08-27 01:18:12.081,37.597995030527734,0.005422222222222217,0.0,42234.31111111111,1.9563674926757812,16726.555555555555,26814.888888888887,50.0,1291.0,0.471939166,62.84448238598811,8.247069897101197
2020-08-27 01:18:27.081,34.762660713417624,0.005066666666666701,0.0,40504.88888888888,2.0044326782226562,16804.577777777777,25502.866666666665,50.0,1297.0,0.602764851,62.84448238598811,8.247069897101197
2020-08-27 01:18:42.081,39.53209624081431,0.004799893335703675,0.0,40868.069598453374,2.6407241821289062,16770.271771738408,26802.13773027266,50.0,1300.0,0.47856109199999997,63.709282015955225,8.12362646417164
2020-08-27 01:18:57.081,35.425651753785715,0.00524444444444438,0.0,54704.35555555555,2.4996042251586914,16943.533333333333,25697.733333333334,50.0,1307.0,0.522405258,63.709282015955225,8.12362646417164
2020-08-27 01:19:12.081,18.146613140882938,0.005777520999066823,0.0,54337.85165103774,2.8496265411376953,17031.487489444917,27249.30003110973,50.0,1307.0,0.7517127779999999,64.01666666666664,8.220328962139652
2020-08-27 01:19:27.081,44.78468141643657,0.005422342718727077,0.0,53613.28029511766,3.0373096466064453,18418.987088601967,26994.333207404605,50.0,1305.0,0.47430769500000003,64.01666666666664,8.220328962139652
2020-08-27 01:19:42.081,20.113103478397722,0.00515555555555554,0.0,39139.55555555555,2.448439598083496,18232.644444444442,28399.955555555553,50.0,1303.0,1.000295676,64.11967640349758,8.15370393199732
2020-08-27 01:19:57.081,41.79726315833074,0.005422463220587577,0.0,44420.81870305347,2.820158004760742,19821.392061869417,30769.85643806391,50.0,1299.0,0.61243331,64.11967640349758,8.15370393199732
2020-08-27 01:20:12.081,48.885426050014495,0.005866666666666731,0.0,44873.95555555555,3.056645393371582,18523.511111111107,31620.933333333334,50.0,1300.0,0.515121354,64.01152421618008,8.123058203432858
2020-08-27 01:20:27.081,49.76928455816794,0.0056888888888888935,0.0,47422.57777777778,2.8704404830932617,18501.777777777774,29895.511111111107,50.0,1301.0,0.49803500900000003,64.01152421618008,8.123058203432858
2020-08-27 01:20:42.081,40.956698881805195,0.005511111111111056,0.0,41688.177777777775,2.970743179321289,16850.933333333334,27387.533333333333,50.0,1303.0,0.506316642,64.05,8.473531676421535
2020-08-27 01:20:57.081,45.71304103906151,0.005777777777777733,0.0,42871.46666666667,2.9056310653686523,16899.71111111111,25490.511111111107,50.0,1306.0,0.7062322430000001,64.05,8.473531676421535
2020-08-27 01:21:12.081,45.15465105311387,0.006133333333333407,0.0,39685.688888888886,3.2403945922851562,17029.733333333334,27081.555555555555,50.0,1312.0,0.512815994,64.38334403268404,8.346256511448177
2020-08-27 01:21:27.081,50.61726748674995,0.005777777777777733,0.0,41961.24444444444,3.3191919326782227,17241.17777777778,25927.888888888887,50.0,1318.0,0.44703146099999996,64.38334403268404,8.346256511448177
2020-08-27 01:21:42.081,48.22807180187146,0.00497777777777786,0.0,40322.84444444444,3.3221960067749023,17293.2,27397.2,50.0,1326.0,1.139262028,65.4018518518518,8.305950274473183
2020-08-27 01:21:57.081,56.2327822676361,0.004799999999999865,0.0,43144.53333333333,2.8336286544799805,17351.755555555555,26734.4,50.0,1329.0,0.606951289,65.4018518518518,8.305950274473183
2020-08-27 01:22:12.081,45.764357920768575,0.004533333333333347,0.0,41415.11111111111,2.838301658630371,17217.28888888889,27961.844444444443,50.0,1333.0,0.47932975699999997,65.86297333310293,8.344876438653719
2020-08-27 01:22:27.081,54.54174030601845,0.004977777777777703,0.0,43235.55555555555,3.280520439147949,17215.333333333332,26637.533333333333,50.0,1335.0,0.517531794,65.86297333310293,8.344876438653719
2020-08-27 01:22:42.081,50.66957120370309,0.0048888888888890215,0.0,40686.933333333334,3.768157958984375,17078.6,27187.955555555553,50.0,1331.0,0.5996377589999999,65.98148148148152,8.472151602110644
2020-08-27 01:22:57.081,57.554591070211444,0.005422222222222217,0.0,41870.22222222222,3.5802602767944336,17241.11111111111,26788.28888888889,50.0,1334.0,0.500476891,65.98148148148152,8.472151602110644
2020-08-27 01:23:12.081,49.0090217399748,0.005777649385569166,0.0,40412.96860069777,3.104066848754883,17323.103931023757,28500.32221506189,50.0,1333.0,1.5123334,66.17592592592591,8.579196531276212
2020-08-27 01:23:27.081,48.93567910476141,0.005511111111111056,0.0,43326.57777777778,3.7282466888427734,17477.222222222223,27208.844444444443,50.0,1333.0,1.631486711,66.17592592592591,8.579196531276212
2020-08-27 01:23:42.081,45.9132397527752,0.005422222222222217,0.0,42325.333333333336,3.9990663528442383,17384.11111111111,27760.24444444444,50.0,1333.0,0.585528105,66.27406670765525,8.56243271547581
2020-08-27 01:23:57.081,59.23750939187639,0.004533434076312821,0.0,46058.26796151025,3.9409399032592773,17312.318051512255,26003.93342074268,50.0,1332.0,0.7685212880000001,66.27406670765525,8.56243271547581
2020-08-27 01:24:12.081,44.53717505482531,0.005688762471945074,0.0,46056.22097286727,3.851008415222168,17138.863580809317,27288.90469100687,50.0,1330.0,1.313536186,66.19187130084373,8.834201465366291
2020-08-27 01:24:27.081,56.791104508348354,0.005777777777777733,0.0,46876.444444444445,3.7482500076293945,18447.866666666665,27228.177777777775,50.0,1328.0,0.728377624,66.19187130084373,8.834201465366291
2020-08-27 01:24:42.081,40.60284721867662,0.006488888888888923,0.0,43053.51111111111,3.6481618881225586,18322.844444444443,28395.711111111108,50.0,1329.0,0.5384086,66.13518518518514,8.642704232328487
2020-08-27 01:24:57.081,53.38355078535047,0.005422342718727077,0.0,43964.71032689615,3.7405967712402344,19933.665192559834,30425.520567123713,50.0,1326.0,0.46773232000000003,66.13518518518514,8.642704232328487
2020-08-27 01:25:12.081,26.894456737005118,0.005600000000000054,0.0,44145.777777777774,4.4593095779418945,18678.377777777776,30814.177777777775,50.0,1320.0,0.486431194,66.11965821462692,8.560281421104794
2020-08-27 01:25:27.081,56.460714604277165,0.005422222222222217,0.0,45693.15555555555,4.041171073913574,18802.31111111111,29594.511111111107,50.0,1318.0,0.5673582699999999,66.11965821462692,8.560281421104794
2020-08-27 01:25:42.081,41.390582434284525,0.005866666666666731,0.0,41233.066666666666,4.185342788696289,17230.133333333335,27643.24444444444,50.0,1313.0,0.758451436,65.95184600810052,8.54871317076709
2020-08-27 01:25:57.081,57.661322490738264,0.006222222222222248,0.0,43144.53333333333,4.304289817810059,17261.666666666668,26680.711111111108,50.0,1312.0,0.711035655,65.95184600810052,8.54871317076709
2020-08-27 01:26:12.081,44.11691699811763,0.006222222222222248,0.0,40777.95555555555,4.813861846923828,17076.577777777777,27829.977777777774,50.0,1315.0,0.521244072,66.07221843612983,8.927242733755051
2020-08-27 01:26:27.081,56.87993680326161,0.006666666666666603,0.0,43599.64444444444,4.769992828369141,17088.688888888886,26524.755555555555,50.0,1311.0,0.574581185,66.07221843612983,8.927242733755051
2020-08-27 01:26:42.081,42.02787293590264,0.005511111111111056,0.0,39412.62222222222,4.628109931945801,16899.777777777777,26864.333333333332,50.0,1315.0,0.567600657,66.47406930030549,8.835565321976494
2020-08-27 01:26:57.081,53.834881245494905,0.005866666666666573,0.0,42780.444444444445,4.526400566101074,17055.333333333332,26267.222222222223,50.0,1315.0,0.5435839690000001,66.47406930030549,8.835565321976494
2020-08-27 01:27:12.081,33.634867817294115,0.0046222222222221864,0.0,40140.8,4.8651933670043945,16997.466666666667,27388.42222222222,50.0,1313.0,1.828573381,66.41481481481493,8.980229411244324
2020-08-27 01:27:27.081,56.83814751491065,0.004711111111111184,0.0,43417.6,4.975414276123047,16911.866666666665,26017.888888888887,50.0,1310.0,1.057017566,66.41481481481493,8.980229411244324
2020-08-27 01:27:42.081,45.16837538746382,0.00426666666666667,0.0,40231.82222222222,4.841041564941406,16857.377777777776,26729.977777777774,50.0,1306.0,0.505652439,66.13519362121168,8.846459779207173
2020-08-27 01:27:57.081,60.919762580852556,0.00435555555555551,0.0,42143.288888888885,4.785394668579102,17045.62222222222,25636.31111111111,50.0,1306.0,1.486855672,66.13519362121168,8.846459779207173
2020-08-27 01:28:12.081,49.92492612347508,0.005243745278407259,0.0,40135.44860685242,4.839849472045898,17123.294671821535,27061.591787761634,50.0,1306.0,2.682609066,65.91851851851857,8.99957475597762
2020-08-27 01:28:27.081,56.40399451826511,0.005066666666666701,0.0,42234.31111111111,5.421209335327148,17167.71111111111,25841.733333333334,50.0,1312.0,1.0868177909999999,65.91851851851857,8.99957475597762
2020-08-27 01:28:42.081,52.290782786067616,0.0056888888888888935,0.0,41233.066666666666,4.890275001525879,16901.555555555555,26856.91111111111,50.0,1310.0,0.45490323899999996,66.22221617270509,8.82698452183401
2020-08-27 01:28:57.081,60.08035825446222,0.005422945281593096,0.0,45881.3175090012,4.617047309875488,17021.958483353337,26305.66297728586,50.0,1309.0,0.799373608,66.22221617270509,8.82698452183401
2020-08-27 01:29:12.081,53.639814486903184,0.005955555555555571,0.0,44509.86666666667,3.9977073669433594,16961.48888888889,27615.533333333333,50.0,1308.0,1.19992345,66.16980943024772,8.88440366183353
2020-08-27 01:29:27.081,61.32125381035828,0.0056888888888888935,0.0,44145.777777777774,4.632091522216797,18433.466666666667,27748.48888888889,50.0,1306.0,5.160053933,66.16980943024772,8.88440366183353
2020-08-27 01:29:42.081,56.380804751966366,0.005866666666666731,0.0,39867.73333333333,4.955816268920898,18296.6,28342.133333333335,50.0,1308.0,5.160053933,66.10555555555554,9.09825808521008
2020-08-27 01:29:57.081,59.00700777602799,0.006222222222222248,0.0,44600.88888888888,5.332636833190918,19883.577777777777,30276.333333333332,50.0,1312.0,5.160053933,66.10555555555554,9.09825808521008
2020-08-27 01:30:12.081,55.06653976438406,0.006220425210494772,0.0,45861.950991935664,4.994559288024902,18556.705840534956,30770.644036167327,50.0,1309.0,5.160053933,66.1592701643667,8.905502541874759
2020-08-27 01:30:27.081,55.837708156968326,0.005777777777777733,0.0,49789.15555555555,4.385066032409668,18596.62222222222,29505.088888888888,50.0,1306.0,5.160053933,66.1592701643667,8.905502541874759
2020-08-27 01:30:42.081,42.512343088315745,0.00524444444444438,0.0,47877.688888888886,4.650568962097168,16990.4,27342.511111111107,50.0,1308.0,5.160053933,66.21482358005211,9.186883103579639
2020-08-27 01:30:57.081,61.122465761944255,0.0055127036699492,0.0,52170.8048991931,4.924488067626953,16941.649809945095,25632.360459688356,50.0,1302.0,5.160053933,66.21482358005211,9.186883103579639
2020-08-27 01:31:12.081,48.35512595315702,0.005422222222222217,0.0,46876.444444444445,5.208921432495117,16806.28888888889,26646.91111111111,50.0,1304.0,5.160053933,65.99074325175424,8.95434089285492
2020-08-27 01:31:27.081,55.780584540760394,0.0053333333333333765,0.0,46330.31111111111,5.322790145874023,16853.8,25488.222222222223,50.0,1312.0,5.160053933,65.99074325175424,8.95434089285492
2020-08-27 01:31:42.081,52.100800953101036,0.004711111111111026,0.0,39321.6,4.763603210449219,16835.2,26918.177777777775,50.0,1307.0,5.160053933,66.27407407407412,9.00602052989729
2020-08-27 01:31:57.081,53.52346074101709,0.00497777777777786,0.0,42780.444444444445,5.543017387390137,17091.17777777778,27316.866666666665,50.0,1313.0,5.160053933,66.27407407407412,9.00602052989729
2020-08-27 01:32:12.081,48.14692205322273,0.004888671614594883,0.0,39228.83427403227,5.367612838745117,17138.26052175459,28580.99640016,50.0,1314.0,5.160053933,66.83148629618933,8.906915084584703
2020-08-27 01:32:27.081,60.86649981846093,0.00497777777777786,0.0,41597.15555555555,4.824018478393555,17295.8,27586.04444444444,50.0,1312.0,5.433293904,66.83148629618933,8.906915084584703
2020-08-27 01:32:42.081,46.836653650531495,0.0053333333333332195,0.0,38047.288888888885,5.971407890319824,17219.466666666667,27371.177777777775,50.0,1317.0,5.433293904,66.98147353891818,8.999428655912311
2020-08-27 01:32:57.081,59.19144784146453,0.0055113560602694485,0.0,41599.00440019556,5.835127830505371,17173.207698119917,26216.27627894573,50.0,1318.0,5.433293904,66.98147353891818,8.999428655912311
2020-08-27 01:33:12.081,41.166670386061504,0.005511111111111056,0.0,39776.71111111111,5.915927886962891,17097.933333333334,26874.755555555555,50.0,1318.0,5.433293904,67.14116108878542,9.11525732031044
2020-08-27 01:33:27.081,57.053482729412494,0.0048888888888890215,0.0,42871.46666666667,5.953574180603027,16974.0,25542.866666666665,50.0,1317.0,5.433293904,67.14116108878542,9.11525732031044
2020-08-27 01:33:42.081,48.69139932770809,0.004711111111111026,0.0,42507.37777777777,5.45201301574707,16957.866666666665,26696.577777777777,50.0,1319.0,5.433293904,66.97407407407412,9.145115559863877
2020-08-27 01:33:57.081,59.22032432104586,0.0053333333333333765,0.0,46603.37777777777,5.047821998596191,16995.666666666668,25795.4,50.0,1314.0,5.433293904,66.97407407407412,9.145115559863877
2020-08-27 01:34:12.081,57.611136975459665,0.005422222222222217,0.0,46512.35555555555,4.726958274841309,17067.28888888889,27036.28888888889,50.0,1316.0,5.433293904,67.12407407407412,9.295730213930876
2020-08-27 01:34:27.081,58.344983712727725,0.005422222222222217,0.0,44964.97777777778,5.247020721435547,18383.355555555554,27238.04444444444,50.0,1313.0,5.433293904,67.12407407407412,9.295730213930876
2020-08-27 01:34:42.081,54.753319475353614,0.005421740289752018,0.0,43231.71273664563,5.15596866607666,18439.11652297574,28277.597546884725,50.0,1317.0,5.433293904,67.4333333333333,9.12945583654744
2020-08-27 01:34:57.081,60.33678127261752,0.005866666666666573,0.0,44327.82222222222,5.117368698120117,20111.511111111107,31215.022222222222,50.0,1311.0,5.433293904,67.4333333333333,9.12945583654744
2020-08-27 01:35:12.081,43.786151109102796,0.006222222222222248,0.0,45875.2,5.866479873657227,18819.688888888886,31419.466666666667,50.0,1309.0,5.433293904,67.24445378580066,9.131891257919866
2020-08-27 01:35:27.081,59.037626697769255,0.005956084985332045,0.0,50066.672593119394,5.838465690612793,18668.25940083563,30487.93226064539,50.0,1316.0,5.433293904,67.24445378580066,9.131891257919866
2020-08-27 01:35:42.081,45.489703447386844,0.00515555555555554,0.0,47331.55555555555,5.554032325744629,16938.42222222222,27568.31111111111,50.0,1302.0,5.433293904,67.18233192744707,9.09402856077335
2020-08-27 01:35:57.081,59.74028351251387,0.004533333333333347,0.0,46785.422222222216,5.834674835205078,16933.022222222222,26051.844444444443,50.0,1308.0,5.433293904,67.18233192744707,9.09402856077335
2020-08-27 01:36:12.081,40.85347008142654,0.004888888888888863,0.0,42780.444444444445,5.701231956481934,16937.244444444445,26943.555555555555,50.0,1308.0,5.433293904,67.32777201633287,9.06727949399851
2020-08-27 01:36:27.081,59.99439325875303,0.005866666666666731,0.0,43963.73333333333,5.686783790588379,17024.71111111111,25908.977777777774,50.0,1306.0,5.433293904,67.32777201633287,9.06727949399851
2020-08-27 01:36:42.081,45.72557804292459,0.007022222222222278,0.0,42325.333333333336,5.646729469299316,16899.244444444445,26998.0,50.0,1314.0,5.433293904,67.3611111111111,9.260375996196672
2020-08-27 01:36:57.081,55.136040551700674,0.00702222222222212,0.0,44873.95555555555,5.870842933654785,17104.977777777778,26611.977777777774,50.0,1311.0,5.433293904,67.3611111111111,9.260375996196672
2020-08-27 01:37:12.081,46.12778596957794,0.0067555555555556005,0.0,42598.4,5.780458450317383,17074.0,27804.688888888886,50.0,1312.0,5.433293904,67.41851119325291,9.155092703325481
